    1.000000    0.000000           
    0.973610    0.005130           
    0.945020    0.010590           
    0.912420    0.016620           
    0.875140    0.023250           
    0.832090    0.030540           
    0.781350    0.038550           
    0.725520    0.046650           
    0.672400    0.053680           
    0.623410    0.059570           
    0.574700    0.064770           
    0.525500    0.069190           
    0.476590    0.072580           
    0.427400    0.074860           
    0.377450    0.075970           
    0.328870    0.075830           
    0.283970    0.074540           
    0.243870    0.072270           
    0.208940    0.069240           
    0.179450    0.065770           
    0.151550    0.061590           
    0.125660    0.056800           
    0.100650    0.051180           
    0.077740    0.044960           
    0.058900    0.038870           
    0.042110    0.032470           
    0.029450    0.026780           
    0.019010    0.021150           
    0.010960    0.015700           
    0.004800    0.010240           
    0.001360    0.005610           
    0.000000    0.000000           
    0.001050   -0.003600           
    0.004590   -0.007490           
    0.010800   -0.010970           
    0.019890   -0.014200           
    0.032880   -0.017410           
    0.050000   -0.020400           
    0.069180   -0.022830           
    0.089730   -0.024780           
    0.113010   -0.026400           
    0.141100   -0.027730           
    0.171230   -0.028560           
    0.206850   -0.028900           
    0.246580   -0.028560           
    0.286990   -0.027470           
    0.326710   -0.025700           
    0.366440   -0.023310           
    0.413010   -0.019830           
    0.457530   -0.016020           
    0.507530   -0.011390           
    0.557100   -0.006730           
    0.607320   -0.002290           
    0.659550    0.001700           
    0.711020    0.004770           
    0.759890    0.006760           
    0.807080    0.007780           
    0.852900    0.007880           
    0.896490    0.007000           
    0.935830    0.005210           
    0.968460    0.002880           
    1.000000    0.000000           
